"REPORT_NUMBER","SUPPLEMENTAL_NUMBER","IYEAR","LOCAL_DATETIME","OPERATOR_ID","NAME","PIPE_FAC_NAME","ON_OFF_SHORE","ONSHORE_STATE_ABBREVIATION","ONSHORE_CITY_NAME","ONSHORE_COUNTY_NAME","LOCATION_LATITUDE","LOCATION_LONGITUDE","LOCATION_TYPE","INCIDENT_AREA_TYPE","INCIDENT_AREA_SUBTYPE","DEPTH_OF_COVER","SYSTEM_PART_INVOLVED","COULD_BE_HCA","COMMODITY_REACHED_HCA","CAUSE","CAUSE_DETAILS","COMMODITY_RELEASED_TYPE","COMMODITY_SUBTYPE","COMMODITY_DETAILS","UNINTENTIONAL_RELEASE_BBLS","INTENTIONAL_RELEASE_BBLS","RECOVERED_BBLS","PIPE_DIAMETER","PIPE_WALL_THICKNESS","PIPE_SMYS","PIPE_SPECIFICATION","INSTALLATION_YEAR","MATERIAL_INVOLVED","MATERIAL_DETAILS","RELEASE_TYPE","IGNITE_IND","EXPLODE_IND","SHUTDOWN_DUE_ACCIDENT_IND","SHUTDOWN_DATETIME","STILL_SHUTDOWN_IND","RESTART_DATETIME","NUM_PUB_EVACUATED","INJURY_IND","NUM_EMP_INJURIES","NUM_CONTR_INJURIES","NUM_ER_INJURIES","NUM_WORKER_INJURIES","NUM_GP_INJURIES","INJURE","FATALITY_IND","NUM_EMP_FATALITIES","NUM_CONTR_FATALITIES","NUM_ER_FATALITIES","NUM_WORKER_FATALITIES","NUM_GP_FATALITIES","FATAL","WILDLIFE_IMPACT_IND","FISH_AQUATIC_IMPACT_IND","BIRDS_IMPACT_IND","TERRESTRIAL_IMPACT_IND","SOIL_CONTAMINATION","LONG_TERM_ASSESSMENT","REMEDIATION_IND","SURFACE_WATER_REMED_IND","GROUNDWATER_REMED_IND","SOIL_REMED_IND","VEGETATION_REMED_IND","WILDLIFE_REMED_IND","WATER_CONTAM_IND","OCEAN_SEAWATER_IND","SURFACE_CONTAM_IND","GROUNDWATER_CONTAM_IND","DRINKING_WATER_CONTAM_IND","PRIVATE_WELL_CONTAM_IND","PUBLIC_WATER_CONTAM_IND","EST_COST_OPER_PAID","EST_COST_GAS_RELEASED","EST_COST_PROP_DAMAGE","EST_COST_EMERGENCY","EST_COST_ENVIRONMENTAL","EST_COST_OTHER","INCIDENT_IDENTIFIED_DATETIME","ON_SITE_DATETIME","shutdownDTTM","restartDTTM","incidentDTTM","onsiteDTTM","EVACUATION","standardized_shudownDTTM","standardized_restartDTTM","shutdown_duration","response_delay","TOTAL_COST"
20110062,17788,2011,"1/30/2011 19:00",32334,"TC OIL PIPELINE OPERATIONS INC","TURNEY PUMP STATION","ONSHORE","MO","TURNEY","CLINTON",39.60887,-94.3214,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","ABOVEGROUND","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","PUMP OR PUMP-RELATED EQUIPMENT","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.24,0,0.24,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","OVERFILL OR OVERFLOW","NO","NO","YES","1/30/2011 19:00","NO","1/31/2011 12:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,45,0,5000,15000,0,"1/30/2011 19:00","1/31/2011 7:00",1296385200,1296446400,1296385200,1296428400,"NO",1296385200,1296446400,17,12,20045
20110052,15938,2011,"1/28/2011 10:00",15915,"PIPELINES OF PUERTO RICO INCD, THE","NO NAME","ONSHORE","PR","SANTURCE","MISSING",18.44801,-66.07476,"PIPELINE RIGHT-OF-WAY","UNDERGROUND","UNDER PAVEMENT","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","YES","YES","OTHER OUTSIDE FORCE DAMAGE","ELECTRICAL ARCING FROM OTHER EQUIPMENT OR FACILITY","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",66,0,40,6,"0.25","42000","API5LX42","1965","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","1/28/2011 10:00","NO","2/7/11 13:45",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,0,90005,353192,0,47079,"1/28/2011 10:00","1/28/2011 17:00",1296180000,1297057500,1296180000,1296205200,"NO",1296180000,1297057500,243.75,7,490276
20110056,15606,2011,"1/20/2011 6:00",31618,"ENTERPRISE PRODUCTS OPERATING LLC","SONORA PRODUCTS PIPELINE","ONSHORE","TX","SONORA","SUTTON",30.2298122,-100.646116,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","NO","NO","EQUIPMENT FAILURE","OTHER EQUIPMENT FAILURE","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",20,0,0,-1,"-1","-1","MISSING","1982","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,948,664,0,0,0,"1/20/2011 6:00","1/20/2011 6:01",NA,NA,1295474400,1295474460,"NO",0,0,0,0.0166666666666667,1612
20110055,15849,2011,"1/18/2011 9:30",31627,"DENBURY ONSHORE, LLC","NEJD","ONSHORE","MS","BROOKHAVEN","LINCOLN",31.55556,-90.3954,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","ABOVEGROUND","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","NO","NO","EQUIPMENT FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT","CO2 (CARBON DIOXIDE)","CO2 (CARBON DIOXIDE)","CO2 (CARBON DIOXIDE)",1,0,0,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,2,0,0,0,0,"1/18/2011 9:30","1/18/2011 9:30",NA,NA,1295314200,1295314200,"NO",0,0,0,0,2
20110046,18365,2011,"1/18/2011 8:30",12628,"EXXONMOBIL PIPELINE CO","MOKENA STATION- 10961 NORTH 183RD ST","ONSHORE","IL","MOKENA","WILL",41.55455,-87.88425,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","UNDERGROUND","UNDERGROUND","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","YES","NO","EQUIPMENT FAILURE","THREADED CONNECTION/COUPLING FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.2,0,0.2,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,20,1000,3500,1000,0,"1/18/2011 8:31","1/18/2011 8:31",NA,NA,1295310660,1295310660,"NO",0,0,0,0,5520
20110042,17320,2011,"1/14/2011 15:00",32109,"ONEOK NGL PIPELINE LP","FERC/SHATTUCK BOOSTER","ONSHORE","OK","SHATTUCK","ELLIS",36.20138,-99.89379,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","ABOVEGROUND","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","YES","YES","INCORRECT OPERATION","VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)",0.95,0.1,0,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","OTHER","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,43,0,0,0,0,"1/14/2011 15:00","1/14/2011 15:00",NA,NA,1294988400,1294988400,"NO",0,0,0,0,43
20110026,17750,2011,"1/14/2011 5:15",20160,"PETROLOGISTICS OLEFINS, LLC","SHELL METER RUN","ONSHORE","TX","HOUSTON","HARRIS",29.72034,-95.10635,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","OTHER HVL","PROPYLENE",5,0,0,-1,"-1","-1","MISSING","2010","MATERIAL OTHER THAN CARBON STEEL","STAINLESS STEEL","LEAK","NO","NO","YES","1/14/2011 5:48","NO","1/14/2011 8:11",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,0,600,0,0,4950,"1/14/2011 5:16","1/14/2011 5:48",1294955280,1294963860,1294953360,1294955280,"NO",1294955280,1294963860,2.38333333333333,0.533333333333333,5550
20110044,15829,2011,"1/13/2011 14:05",32109,"ONEOK NGL PIPELINE LP","ARBUCKLE PIPELINE/DEVON CANA PLANT","ONSHORE","OK","CALUMET","CANADIAN",35.534236,-98.097395,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","NO","NO","EQUIPMENT FAILURE","NON-THREADED CONNECTION FAILURE","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)",406,1366,0,-1,"-1","-1","MISSING","UNKNOWN","MATERIAL OTHER THAN CARBON STEEL","INSULATION GASKET","OTHER","NO","NO","YES","1/13/2011 14:05","NO","1/14/2011 17:30",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,18899,7000,0,0,0,"1/13/2011 14:05","1/13/2011 14:30",1294898700,1294997400,1294898700,1294900200,"NO",1294898700,1294997400,27.4166666666667,0.416666666666667,25899
20110072,18057,2011,"1/7/11 18:05",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","NO NAME","ONSHORE","TX","PASADENA","HARRIS",29.43573,-95.121835,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","NO","OTHER ACCIDENT CAUSE","MISCELLANEOUS","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","GASOLINE (NON-ETHANOL)","GASOLINE (NON-ETHANOL)",0.71,0,0,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,60,35000,0,11000,0,"1/7/11 18:05","1/7/11 18:54",NA,NA,1294394700,1294397640,"NO",0,0,0,0.816666666666667,46060
20110029,17886,2011,"1/3/11 16:30",31684,"CONOCOPHILLIPS","PASADENA TERMINAL","ONSHORE","TX","PASADENA","HARRIS",29.717169,-95.179264,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","OTHER EQUIPMENT FAILURE","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","GASOLINE (NON-ETHANOL)","GASOLINE (NON-ETHANOL)",5,0,3,-1,"-1","-1","MISSING","1979","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","1/3/11 16:30","NO","1/3/11 17:30",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,400,200,0,0,0,"1/3/11 16:30","1/3/11 16:31",1294043400,1294047000,1294043400,1294043460,"NO",1294043400,1294047000,1,0.0166666666666667,600
20110033,17697,2011,"1/3/11 9:30",18718,"SUNOCO PIPELINE L.P.","MERTEN STATION","ONSHORE","TX","PAMPA","GRAY",35.4855,-100.9402,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","ABOVEGROUND","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","PUMP OR PUMP-RELATED EQUIPMENT","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.5,0,0,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,44,1250,1261,0,0,"1/3/11 9:30","1/3/11 9:45",NA,NA,1294018200,1294019100,"NO",0,0,0,0.25,2555
20110031,17314,2011,"1/1/11 10:50",32109,"ONEOK NGL PIPELINE LP","MORRIS TERMINAL","ONSHORE","IL","MORRIS","GRUNDY",41.410931,-88.345016,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","PUMP OR PUMP-RELATED EQUIPMENT","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)",20,0.1,0,-1,"-1","-1","MISSING","UNKNOWN","MATERIAL OTHER THAN CARBON STEEL","SEAL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,1355,800,0,0,0,"1/1/11 10:50","1/1/11 10:50",NA,NA,1293850200,1293850200,"NO",0,0,0,0,2155
20110030,18874,2010,"12/31/2010 12:25",31166,"MUSTANG PIPE LINE PARTNERS","66/LM","ONSHORE","IL","LOCKPORT","WILL",41.6136,-88.0536,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT","CRUDE OIL","CRUDE OIL","CRUDE OIL",5,0,5,-1,"-1","-1","MISSING","2009","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,350,15000,0,35000,200000,"12/31/2010 12:25","12/31/2010 12:25",NA,NA,1293769500,1293769500,"NO",0,0,0,0,250350
20110024,17729,2010,"12/31/2010 7:55",31816,"MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.","CONWAY WEST","ONSHORE","KS","MCPHERSON","MCPHERSON",38.38166,-97.819444,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","ABOVEGROUND","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","INCORRECT OPERATION","PIPELINE OR EQUIPMENT OVERPRESSURED","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","OTHER HVL","NATURAL GASOLINE",4.5,4.5,0,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","OTHER","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,387,0,0,0,0,"12/31/2010 7:55","12/31/2010 7:55",NA,NA,1293753300,1293753300,"NO",0,0,0,0,387
20110025,18933,2010,"12/28/2010 17:30",31610,"BP WEST COAST PRODUCTS L.L.C.","WEST HYNES FACILITY","ONSHORE","CA","LONG BEACH","LOS ANGELES",33.863333,-118.163889,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","UNDERGROUND","UNDER SOIL","40","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","CORROSION FAILURE","INTERNAL CORROSION","CRUDE OIL","CRUDE OIL","CRUDE OIL",30,0,2,16,"0.375","35000","API5L","1935","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","12/28/2010 19:05","NO","4/18/2011 12:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,2700,123000,33000,702000,0,"12/28/2010 19:05","12/28/2010 19:30",1293534300,1303099200,1293534300,1293535800,"NO",1293534300,1303099200,2656.91666666667,0.416666666666667,860700
20110020,15536,2010,"12/28/2010 9:00",14194,"OILTANKING, HOUSTON LP","OILTANKING HOUSTON #1 P/L","ONSHORE","TX","HOUSTON","HARRIS",29.76713,-95.156254,"PIPELINE RIGHT-OF-WAY","UNDERGROUND","UNDERGROUND","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","YES","YES","CORROSION FAILURE","EXTERNAL CORROSION","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.48,0,0,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,50,11000,1000,5000,500,"12/28/2010 9:10","12/28/2010 9:30",NA,NA,1293498600,1293499800,"NO",0,0,0,0.333333333333333,17550
20100311,18024,2010,"12/24/2010 14:10",32109,"ONEOK NGL PIPELINE LP","ONEOK NGL PIPELINE-- STERLING 1 PIPELINE","ONSHORE","TX","TRENTON","FANNIN",33.45494,-96.35925,"PIPELINE RIGHT-OF-WAY","UNDERGROUND","UNDER SOIL","44","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","YES","YES","MATERIAL FAILURE OF PIPE OR WELD","DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)",7,35,0,8.625,"0.188","46000","API 5L","1981","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","12/24/2010 14:26","NO","12/27/2010 17:50",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,355,115000,10000,0,0,"12/24/2010 14:10","12/24/2010 15:03",1293171960,1293443400,1293171000,1293174180,"NO",1293171960,1293443400,75.4,0.883333333333333,125355
20110016,19911,2010,"12/21/2010 12:00",10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","GENEVA TO ELM CREEK","ONSHORE","NE","GENEVA","FILLMORE COUNTY",40.55081,-97.59588,"PIPELINE RIGHT-OF-WAY","UNDERGROUND","UNDERGROUND","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","NO","NO","CORROSION FAILURE","EXTERNAL CORROSION","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",1.78,0,1.78,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","LEAK","NO","NO","YES","12/21/2010 12:15","NO","12/23/2010 16:15",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",500,62,4200,22000,2000,0,"12/21/2010 12:00","12/21/2010 12:00",1292904900,1293092100,1292904000,1292904000,"NO",1292904900,1293092100,52,0,28762
20110019,15861,2010,"12/17/2010 9:14",4906,"EXXONMOBIL PIPELINE CO","TEXAS CITY SCRAPER TRAP","ONSHORE","TX","TEXAS CITY","GALVESTON COUNTY",29.349,-94.939333,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","ABOVEGROUND","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","YES","YES","EQUIPMENT FAILURE","NON-THREADED CONNECTION FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.67,0,0.67,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","LEAK","NO","NO","YES","12/17/2010 12:50","NO","12/17/2010 18:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,55,0,1000,3000,0,"12/17/2010 12:50","12/17/2010 13:30",1292561400,1292580000,1292561400,1292563800,"NO",1292561400,1292580000,5.16666666666667,0.666666666666667,4055
20110018,17847,2010,"12/16/2010 17:00",26094,"NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.","ST LINDEN TERMINAL, LLC","ONSHORE","NJ","LINDEN","UNION",40.606837,-74.219917,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","YES","CORROSION FAILURE","INTERNAL CORROSION","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",27.29,0,27.29,-1,"-1","-1","MISSING","1994","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,2292,12000,0,6450,0,"12/16/2010 17:00","12/16/2010 17:00",NA,NA,1292490000,1292490000,"NO",0,0,0,0,20742
20100302,17769,2010,"12/14/2010 10:35",32450,"ROADRUNNER PIPELINE, L.L.C.","NO NAME","ONSHORE","TX","SUNDOWN","HOCKLEY",33.407,-102.448,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","ABOVEGROUND","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","THREADED CONNECTION/COUPLING FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",1,0,0,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","OTHER","NO","NO","YES","12/14/2010 10:35","NO","12/14/2010 11:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,0,200,0,0,0,"12/14/2010 10:35","12/14/2010 10:35",1292294100,1292295600,1292294100,1292294100,"NO",1292294100,1292295600,0.416666666666667,0,200
20110013,17977,2010,"12/13/2010 15:47",22855,"KOCH PIPELINE COMPANY, L.P.","BETHANY PUMP STATION","ONSHORE","MO","EAGLEVILLE","HARRISON",40.5566,-93.93892,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","ABOVEGROUND","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","OTHER EQUIPMENT FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.24,0,0,-1,"-1","-1","MISSING","UNKNOWN","MISSING","MISSING","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,21,0,0,20000,0,"12/13/2010 15:47","12/13/2010 15:47",NA,NA,1292226420,1292226420,"NO",0,0,0,0,20021
