REPORT_NUMBER,SUPPLEMENTAL_NUMBER,IYEAR,LOCAL_DATETIME,OPERATOR_ID,NAME,PIPE_FAC_NAME,ON_OFF_SHORE,ONSHORE_STATE_ABBREVIATION,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,SYSTEM_PART_INVOLVED,COULD_BE_HCA,COMMODITY_REACHED_HCA,CAUSE,CAUSE_DETAILS,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,PIPE_DIAMETER,PIPE_WALL_THICKNESS,PIPE_SMYS,PIPE_SPECIFICATION,INSTALLATION_YEAR,MATERIAL_INVOLVED,MATERIAL_DETAILS,RELEASE_TYPE,IGNITE_IND,EXPLODE_IND,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,STILL_SHUTDOWN_IND,RESTART_DATETIME,NUM_PUB_EVACUATED,INJURY_IND,NUM_EMP_INJURIES,NUM_CONTR_INJURIES,NUM_ER_INJURIES,NUM_WORKER_INJURIES,NUM_GP_INJURIES,INJURE,FATALITY_IND,NUM_EMP_FATALITIES,NUM_CONTR_FATALITIES,NUM_ER_FATALITIES,NUM_WORKER_FATALITIES,NUM_GP_FATALITIES,FATAL,WILDLIFE_IMPACT_IND,FISH_AQUATIC_IMPACT_IND,BIRDS_IMPACT_IND,TERRESTRIAL_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SURFACE_WATER_REMED_IND,GROUNDWATER_REMED_IND,SOIL_REMED_IND,VEGETATION_REMED_IND,WILDLIFE_REMED_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,INCIDENT_IDENTIFIED_DATETIME,ON_SITE_DATETIME
20120105,17872,2012,3/20/2012 12:30,31684,CONOCOPHILLIPS,WEEMS PUMP STATION,ONSHORE,TX,DENVER CITY,YOAKUM,33.007092,-102.97538,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,CRUDE OIL,,,0.48,0,0.48,NA,,,,,,,OTHER,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,50,250,0,500,0,,
20120091,17611,2012,3/20/2012 11:36,31618,ENTERPRISE PRODUCTS OPERATING LLC,PORT ARTHUR TERMINAL,ONSHORE,TX,PORT ARTHUR,JEFFERSON,29.911676,-94.007095,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,3,0,1,NA,,,,2009,MATERIAL OTHER THAN CARBON STEEL,FLEXITALLIC GASKET,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,300,26456,0,9306,0,3/20/2012 11:36,3/20/2012 14:00
20120109,32966,2012,3/17/2012 7:30,26041,"""""""""""""""""""""""""""""""""""""""""""""""""KINDER MORGAN LIQUID TERMINALS, LLC""""""""""""""""""""""""""""""""""""""""""""""""",PASADENA TERMINAL,ONSHORE,TX,PASADENA,HARRIS,29.73093,-95.20397,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,1,0,1,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,15,23000,0,0,0,3/17/2012 7:30,3/17/2012 7:35
20120103,18364,2012,3/16/2012 10:27,4906,EXXONMOBIL PIPELINE CO,"""""""""""""""""""""""""""""""""""""""""""""""""SILVERTIP STATION,  NEAR BELFRY, MONTANA""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,MT,"""""""""""""""""""""""""""""""""""""""""""""""""BELFY, MONTANA""""""""""""""""""""""""""""""""""""""""""""""""",CARBON,45.010556,-108.913889,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,NO,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),CRUDE OIL,,,0.5,0,0.5,NA,,,,,,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,50,0,1000,0,3500,3/16/2012 10:27,3/16/2012 10:28
20120106,17744,2012,3/15/2012 8:55,3445,DIXIE PIPELINE COMPANY LLC,ERWINVILLE STATION,ONSHORE,LA,ERWINVILLE,WEST BATON ROUGE,30.5187,-91.4012,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE""""""""""""""""""""""""""""""""""""""""""""""""",HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,4.3,0,0,NA,,,,,,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,259,0,0,0,0,3/15/2012 8:55,3/15/2012 8:55
20120088,18072,2012,3/15/2012 0:30,26041,"""""""""""""""""""""""""""""""""""""""""""""""""KINDER MORGAN LIQUID TERMINALS, LLC""""""""""""""""""""""""""""""""""""""""""""""""",PERTH AMBOY TERMINAL,ONSHORE,NJ,PERTH AMBOY,MIDDLESEX,40.523327,-74.256013,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.5,0,0.4,NA,,,,,CARBON STEEL,,OTHER,NO,NO,NO,,,,NA,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,100,100,500,150000,0,3/15/2012 0:30,3/15/2012 0:45
20120089,18071,2012,3/14/2012 16:00,26041,"""""""""""""""""""""""""""""""""""""""""""""""""KINDER MORGAN LIQUID TERMINALS, LLC""""""""""""""""""""""""""""""""""""""""""""""""",CARTERET TERMINAL,ONSHORE,NJ,CARTERET,MIDDLESEX,40.590763,-74.219353,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,OTHER ACCIDENT CAUSE,MISCELLANEOUS,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.12,0,0.09,NA,,,,,,,LEAK,NO,NO,NO,,,,NA,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,20,100,100,2000,0,3/14/2012 16:00,3/14/2012 16:15
20120104,19850,2012,3/14/2012 12:25,22610,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN PIPELINE COMPANY, LP""""""""""""""""""""""""""""""""""""""""""""""""",GALENA PARK / KINDER MORGAN FACILITY,ONSHORE,TX,GALENA PARK,HARRIS,29.72941,-95.22026,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.12,0,0.12,NA,,,,,,,LEAK,NO,NO,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,25,500,7000,0,0,3/14/2012 12:25,3/14/2012 12:25
20120102,17061,2012,3/12/12 15:33,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HUNTINGTON CFI DELIVERY,ONSHORE,IN,HUNTINGTON,HUNTINGTON,40.894805,-85.440504,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE""""""""""""""""""""""""""""""""""""""""""""""""",HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,,0.2,0,0,NA,,,,,,,OTHER,NO,NO,,,,,NA,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,15,150,0,0,0,,
20120075,17386,2012,3/9/12 10:00,22610,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN PIPELINE COMPANY, LP""""""""""""""""""""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""""""""""""""""""""WEST TULSA 12""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""/16"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" GASOLINE LINE""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,OK,TULSA,,36.12128,-95.99397,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.24,0,0.24,NA,,,,,,,LEAK,NO,NO,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,30,0,1000,0,0,3/9/12 10:00,3/9/12 10:00
20120090,17405,2012,3/9/12 9:58,22610,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN PIPELINE COMPANY, LP""""""""""""""""""""""""""""""""""""""""""""""""",,ONSHORE,NE,,,41.36417,-96.05833,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,1.9,0,1.9,NA,,,,,,,LEAK,NO,NO,YES,3/9/12 9:58,,3/9/12 13:14,NA,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,0,250,200,0,0,3/9/12 9:58,3/9/12 10:05
20120097,16531,2012,3/8/12 8:45,30829,ENTERPRISE CRUDE PIPELINE LLC,,ONSHORE,TX,,,29.759006,-96.147803,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,1,0,0,NA,,,,,,,LEAK,NO,NO,,,,,NA,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,100,0,10000,15000,0,,
20120101,17677,2012,3/6/12 17:08,26085,"""""""""""""""""""""""""""""""""""""""""""""""""PLAINS MARKETING, L.P.""""""""""""""""""""""""""""""""""""""""""""""""",PLAINS MARKETING TERMINAL (PMT),ONSHORE,TX,MIDLAND,MIDLAND,32.01435,-102.01776,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,CRUDE OIL,,,3,0,3,NA,,,,,,,LEAK,NO,NO,YES,3/6/12 17:10,,3/6/12 19:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,300,0,700,800,0,3/6/12 17:08,3/6/12 17:08
20120100,16693,2012,3/6/12 13:00,18718,SUNOCO PIPELINE L.P.,SEABREEZE STATION,ONSHORE,TX,STOWELL,CHAMBERS,29.787,-94.4015,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,0.5,0,0,NA,,,,,,,LEAK,NO,NO,YES,3/6/12 13:00,,4/6/12 15:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,50,4800,5150,8160,0,3/6/12 13:00,3/6/12 13:00
20120092,16703,2012,3/5/12 7:10,30829,ENTERPRISE CRUDE PIPELINE LLC,RINGGOLD STATION,ONSHORE,TX,RINGGOLD,MONTAGUE,33.864289,-97.954067,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,CRUDE OIL,,,1.5,0,0,NA,,,,,,,OTHER,NO,NO,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,200,0,0,1850,0,3/5/12 7:50,3/5/12 8:20
20120099,17368,2012,3/4/12 6:00,2731,CHEVRON PIPE LINE CO,EMPIRE TERMINAL,ONSHORE,LA,EMPIRE,PLAQUEMINES,29.3736,-89.5514,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,OTHER ACCIDENT CAUSE,MISCELLANEOUS,CRUDE OIL,,,0.17,0,0.17,NA,,,,,CARBON STEEL,,MECHANICAL PUNCTURE,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,625,400000,0,0,0,3/4/12 6:00,3/4/12 6:00
20120072,19838,2012,3/2/12 18:29,31888,CENTURION PIPELINE L.P.,WEST FULLERTON STATION,ONSHORE,TX,ANDREWS,ANDREWS,32.3288,-102.8112,"""""""""""""""""""""""""""""""""""""""""""""""""ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY""""""""""""""""""""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,128,NA,100,NA,,,,2010,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,12740,6000,4200,16000,0,3/2/12 18:29,3/2/12 19:40
20120096,16802,2012,3/2/12 10:00,18718,SUNOCO PIPELINE L.P.,21028,ONSHORE,TX,HULL,LIBERTY,30.0889,-94.6502,PIPELINE RIGHT-OF-WAY,UNDERGROUND,,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,0.12,0,0,NA,,,,,,,LEAK,NO,NO,YES,3/2/12 10:00,,3/6/12 19:30,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,5000,12,0,6000,4000,0,3/2/12 10:00,3/2/12 10:00
20120094,16561,2012,3/2/12 8:45,30777,MOTIVA ENTERPRISE LLC,MOTIVA ENTERPRISES LLC,ONSHORE,TX,PORT ARTHUR TEXAS,JEFFERSON,29.853707,-93.956247,PIPELINE RIGHT-OF-WAY,UNDERGROUND,,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.16,0,0.16,NA,,,,,,,OTHER,NO,NO,YES,3/2/12 9:00,,3/2/12 15:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,0,40000,0,5000,0,3/2/12 8:45,3/2/12 8:45
20120095,17601,2012,2/29/2012 14:00,22442,WEST TEXAS GULF PIPELINE CO,COLORADO CITY STATION,ONSHORE,TX,HERMLIEGH,SCURRY,32.53242,-100.82925,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,CRUDE OIL,,,2,0,0,NA,,,,,,,OTHER,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,207,0,0,1000,0,2/29/2012 14:00,2/29/2012 14:00
20120093,17680,2012,2/27/2012 6:00,18718,SUNOCO PIPELINE L.P.,MAYSVILLE STATION,ONSHORE,OK,MAYSVILLE,GARVIN,34.89185,-97.4453,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,2,0,1.5,NA,,,,,,,LEAK,NO,NO,YES,2/27/2012 6:05,,2/27/2012 22:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,53,700,3500,0,0,2/27/2012 6:00,2/27/2012 6:00
20120087,16778,2012,2/24/2012 16:10,2170,CENEX PIPELINE LLC,BV 111,ONSHORE,MT,NONE,ROSEBUD,46.24913,-106.81986,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,183,0,181,NA,,,,2010,MATERIAL OTHER THAN CARBON STEEL,PHENOLIC GASKET,LEAK,NO,NO,YES,2/24/2012 16:10,,2/25/2012 17:52,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,200000,24650,10000,10000,0,0,2/24/2012 16:10,2/24/2012 18:25
20120115,18315,2012,2/22/2012 11:30,2170,CENEX PIPELINE LLC,GLENDIVE TERMINAL,ONSHORE,MT,GLENDIVE,,47.098889,-104.759167,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.23,0,0.23,NA,,,,,,,OVERFILL OR OVERFLOW,NO,NO,,,,,NA,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,32,200,0,100,0,,
20120080,18541,2012,2/21/2012 13:00,11169,"""""""""""""""""""""""""""""""""""""""""""""""""ENBRIDGE ENERGY, LIMITED PARTNERSHIP""""""""""""""""""""""""""""""""""""""""""""""""",HARTSDALE TERMINAL,ONSHORE,IN,SCHERERVILLE,LAKE,41.50667,-87.45333,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE""""""""""""""""""""""""""""""""""""""""""""""""",CRUDE OIL,,,24,0,24,NA,,,,2012,CARBON STEEL,,OTHER,NO,NO,YES,2/21/2012 13:00,,2/21/2012 21:30,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,1000,10000,80000,34000,0,2/21/2012 13:00,2/21/2012 13:00
20120076,17337,2012,2/20/2012 15:19,22855,"""""""""""""""""""""""""""""""""""""""""""""""""KOCH PIPELINE COMPANY, L.P.""""""""""""""""""""""""""""""""""""""""""""""""",PINE BEND STATION GATE 11,ONSHORE,MN,PINE BEND,DAKOTA COUNTY,44.759651,-93.035311,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.24,0,0.19,NA,,,,,,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,,,,,,,,,,,,,NO,,,,NA,NA,NA,0,19,50,0,3204,0,2/20/2012 15:19,2/20/2012 15:19
